,ski_resort,address,city,state,zipcode,sumt,drop,base,gondolas_and_trams,fastEight,highSpeedSixes,quadChairs,tripleChairs,doubleChairs,surfeLifts,totalRuns (acre),longestRun (miles),daysOpenLastYear,averageSnowfall (inches),projectedOpening,projectedClosing,NovSnow,DecSnow,JanSnow,FebSnow,MarSnow,AprSnow,child_season,junior_season,adult_season,child_weekday,junior_weekday,adult_weekday,senior_weekday,child_weekend,junior_weekend,adult_weekend,Url,beginner_runs,intermediate_runs,advanced_runs,expert_runs,epic,mountain_collective,ikon,indy,dec_mean_2_guests,dec_min_2_guests,dec_max_2_guests,jan_mean_2_guests,jan_min_2_guests,jan_max_2_guests,feb_mean_2_guests,feb_min_2_guests,feb_max_2_guests,mar_mean_2_guests,mar_min_2_guests,mar_max_2_guests,apr_mean_2_guests,apr_min_2_guests,apr_max_2_guests,may_mean_2_guests,may_min_2_guests,may_max_2_guests,dec_mean_4_guests,dec_min_4_guests,dec_max_4_guests,jan_mean_4_guests,jan_min_4_guests,jan_max_4_guests,feb_mean_4_guests,feb_min_4_guests,feb_max_4_guests,mar_mean_4_guests,mar_min_4_guests,mar_max_4_guests,apr_mean_4_guests,apr_min_4_guests,apr_max_4_guests,may_mean_4_guests,may_min_4_guests,may_max_4_guests,full_address,latitude,longitude,total_lifts
30,Blandford,PO Box 158,Blandford,Masshusetts,01008,1685,465,1035,0.0,0.0,0.0,0.0,0.0,3.0,2.0,70,0.5,0,50,December 15 2023,March 08 2024,0.0,0.0,6.0,9.0,0.9,0.0,15,20,20,15,20,35,45,20,29,55,https://www.onthesnow.com/masshusetts/blandford-ski-area/ski-resort.html,0,0,0,0,0,0,0,0,197.72222222222226,95.0,400.0,200.11428571428573,95.0,400.0,205.65714285714282,95.0,400.0,201.44444444444446,95.0,400.0,199.94285714285718,95.0,400.0,168.2592592592593,65.0,500.0,286.6,149.0,635.0,265.7142857142857,10.0,575.0,270.25714285714287,131.0,549.0,260.25714285714287,131.0,640.0,262.1714285714286,128.0,615.0,239.875,125.0,443.0,"PO Box 158, Blandford, Masshusetts",42.1806463,-72.92732240000001,5.0
31,Black Mountain,P.O. Box B,Jackson,Masshusetts,03846,2350,1100,1250,0.0,0.0,0.0,0.0,1.0,1.0,3.0,120,1.6,110,125,December 26 2023,March 24 2024,0.0,11.0,23.0,29.0,15.0,1.0,449,499,599,399,33,35,45,35,29,42,https://www.onthesnow.com/new-hampshire/blk-mountain/ski-resort.html,29,35,23,13,0,0,0,1,116.3030303030303,51.0,231.0,108.21212121212122,52.0,229.0,116.9090909090909,51.0,235.0,120.53125,51.0,232.0,129.4375,61.0,269.0,109.4074074074074,60.0,240.0,183.82857142857142,106.0,624.0,192.88571428571427,79.0,556.0,179.54285714285714,99.0,552.0,198.2,99.0,552.0,204.94285714285718,99.0,550.0,153.45833330000002,60.0,250.0,"P.O. Box B, Jackson, Masshusetts",42.4072107,-71.3824374,5.0
32,Blacktail Mountain,Box 1090,Lakeside,Montana,59922,6676,1440,5236,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1000,0.7,0,250,December 10 2022,April 16 2023,1.0,28.0,38.0,41.0,30.0,6.0,140,330,485,130,22,32,45,22,22,32,https://www.onthesnow.com/montana/blktail-mountain-ski-area/ski-resort.html,0,0,0,0,0,0,0,1,197.16666666666663,55.0,386.0,209.2,55.0,386.0,201.4,55.0,372.0,193.27777777777774,55.0,372.0,206.65714285714282,55.0,372.0,195.27272727272728,68.0,550.0,298.22857142857146,98.0,666.0,280.6857142857143,96.0,625.0,265.2857142857143,96.0,641.0,268.77142857142854,96.0,641.0,276.0571428571429,96.0,635.0,262.95,87.0,691.0,"Box 1090, Lakeside, Montana",48.019969,-114.2279084,4.0
33,Blue Hills,4001 Washington St,Canton,Masshusetts,02021,635,309,326,0.0,0.0,0.0,0.0,0.0,1.0,3.0,60,0.0,0,0,December 27 2023,March 17 2024,0.0,0.5,9.0,10.0,1.0,0.0,429,179,40,45,33,46,49,39,29,55,https://www.onthesnow.com/masshusetts/blue-hills-ski-area/ski-resort.html,50,19,31,0,0,0,0,0,159.05714285714285,94.0,369.0,144.27272727272728,89.0,278.0,150.02857142857144,75.0,369.0,151.62857142857143,75.0,369.0,169.6969696969697,75.0,555.0,163.11538461538458,73.0,700.0,266.3529411764706,101.0,680.0,268.25,119.0,660.0,259.9705882352941,115.0,650.0,262.14285714285717,119.0,650.0,275.90909090909093,119.0,650.0,291.125,95.0,1199.0,"4001 Washington St, Canton, Masshusetts",42.2154164,-71.1192746,4.0
34,Blue Knob,PO Box 247,Claysburg,Pennsylvania,16625,3146,1072,2074,0.0,0.0,0.0,0.0,2.0,2.0,2.0,84,2.0,87,120,December 21 2023,March 26 2024,0.0,12.0,26.0,26.0,12.0,0.2,375,435,699,435,33,38,43,38,29,63,https://www.onthesnow.com/pennsylvania/blue-knob/ski-resort.html,15,41,26,18,0,0,0,1,142.47058823529414,69.0,550.0,129.44117647058823,65.0,337.0,153.91176470588238,66.0,840.0,144.44117647058823,66.0,880.0,138.88235294117646,68.0,460.0,169.29166666666666,72.0,550.0,176.41176470588238,67.0,550.0,166.2058823529412,66.0,550.0,152.88235294117646,67.0,455.0,158.05882352941177,67.0,550.0,175.38235294117646,66.0,550.0,174.54166669999998,77.0,550.0,"PO Box 247, Claysburg, Pennsylvania",40.2967427,-78.449737,6.0
35,Blue Mountain,PO Box 216,Palmerton,Pennsylvania,18071,1600,1082,460,0.0,1.0,1.0,1.0,1.0,3.0,9.0,164,1.2,122,33,December 02 2023,March 24 2024,0.1,9.0,12.0,15.0,8.0,0.5,799,799,55,65,33,46,49,39,29,55,https://www.onthesnow.com/pennsylvania/blue-mountain-ski-area/ski-resort.html,40,15,35,10,0,0,0,0,163.38709677419354,87.0,379.0,157.71875,95.0,339.0,166.97058823529414,96.0,403.0,164.375,96.0,406.0,176.8125,95.0,532.0,167.8,40.0,419.0,223.1,100.0,415.0,215.45161290322582,113.0,404.0,226.10714285714286,113.0,407.0,212.03333333333333,94.0,500.0,258.1666666666667,94.0,644.0,234.8571429,71.0,420.0,"PO Box 216, Palmerton, Pennsylvania",40.8014826,-75.61018670000001,16.0
36,Bluewood,PO Box 88,Dayton,Washington,99328,5670,1125,4545,0.0,0.0,0.0,0.0,2.0,0.0,1.0,355,2.0,70,300,December 07 2022,April 16 2023,4.0,37.0,52.0,48.0,20.0,3.0,49,599,699,599,33,35,42,35,29,40,https://www.onthesnow.com/washington/bluewood/ski-resort.html,0,0,0,0,0,0,0,1,162.88235294117646,80.0,464.0,155.2058823529412,79.0,452.0,153.7058823529412,80.0,295.0,180.29411764705884,80.0,464.0,181.4705882352941,85.0,452.0,187.75,84.0,800.0,266.1818181818182,94.0,800.0,240.54545454545453,105.0,800.0,252.87878787878788,107.0,800.0,273.6060606060606,142.0,560.0,274.8181818181818,135.0,610.0,241.25,103.0,800.0,"PO Box 88, Dayton, Washington",46.323752500000005,-117.9724367,3.0
37,Bogus Basin,2600 Bogus Basin Rd.,Boise,Idaho,83702,7582,1800,5800,0.0,4.0,0.0,0.0,0.0,3.0,3.0,75,1.5,148,250,November 18 2023,May 04 2024,5.0,35.0,38.0,36.0,33.0,7.0,39,169,549,369,27,49,69,47,27,49,https://www.onthesnow.com/idaho/bogus-basin/ski-resort.html,10,44,36,10,0,0,0,0,94.25714285714285,63.0,201.0,97.38235294117645,63.0,185.0,98.42857142857143,65.0,165.0,108.11428571428571,67.0,292.0,109.22222222222223,67.0,290.0,99.94736842105264,61.0,169.0,154.51428571428568,65.0,310.0,162.54285714285714,71.0,266.0,154.37142857142857,71.0,280.0,171.25714285714287,71.0,339.0,188.8,70.0,351.0,136.91304350000001,74.0,238.0,"2600 Bogus Basin Rd., Boise, Idaho",43.6433908,-116.2058992,10.0
38,Bolton Valley,4302 Bolton cess Rd,Bolton,Vermont,05477,3150,1704,1446,0.0,0.0,0.0,2.0,0.0,3.0,1.0,90,0.6,133,300,November 24 2023,April 07 2024,1.0,29.0,44.0,53.0,46.0,5.0,29,379,779,379,33,54,69,54,29,64,https://www.onthesnow.com/vermont/bolton-valley/ski-resort.html,34,38,23,6,0,0,0,1,211.77142857142857,82.0,460.0,218.82857142857142,87.0,634.0,229.4,83.0,760.0,227.41666666666663,88.0,760.0,206.80555555555557,88.0,460.0,194.6190476190476,89.0,450.0,284.0,100.0,485.0,300.42424242424244,141.0,634.0,311.70588235294116,147.0,760.0,298.7428571428572,95.0,760.0,299.0571428571429,105.0,485.0,277.57142860000005,88.0,480.0,"4302 Bolton cess Rd, Bolton, Vermont",44.5588028,-72.57784149999998,6.0
39,Boreal,P.O. Box 39,Truckee,California,96161,7700,500,7200,0.0,1.0,0.0,1.0,3.0,1.0,2.0,200,1.0,150,400,November 10 2023,April 21 2024,20.0,83.0,73.0,55.0,59.0,20.0,309,399,549,169,39,39,49,39,29,55,https://www.onthesnow.com/california/boreal/ski-resort.html,26,29,44,0,0,0,0,0,231.33333333333331,139.0,475.0,259.38235294117646,118.0,595.0,255.70588235294116,139.0,451.0,278.5588235294117,125.0,539.0,236.38235294117646,125.0,435.0,132.375,79.0,226.0,275.54285714285714,148.0,481.0,311.34285714285716,165.0,625.0,305.0571428571429,165.0,590.0,314.4,165.0,555.0,296.65714285714284,145.0,545.0,210.52631580000002,83.0,400.0,"P.O. Box 39, Truckee, CA 96160",39.33,-120.18,8.0
40,Boston Mills and Brandywine,P.O. Box 175,Peninsula,Ohio,44264-0175,871,264,631,0.0,0.0,0.0,1.0,5.0,1.0,1.0,40,0.3,92,51,December 23 2023,March 17 2024,0.0,2.0,13.0,11.0,2.0,0.0,244,305,95,11,39,44,11,11,39,44,https://www.onthesnow.com/ohio/boston-lls/ski-resort.html,17,33,50,0,1,0,0,0,205.86666666666667,80.0,425.0,201.5161290322581,80.0,540.0,204.61290322580646,81.0,480.0,208.7741935483871,81.0,480.0,213.09677419354838,76.0,480.0,156.47826086956522,44.0,375.0,220.5,88.0,551.0,232.09677419354838,88.0,552.0,213.96774193548384,89.0,480.0,220.16129032258064,89.0,480.0,230.19354838709683,89.0,480.0,175.84210530000001,75.0,375.0,"P.O. Box 175, Peninsula, Ohio",41.241166799999995,-81.55261759999998,8.0
41,Bousquet,Dan Fox Dr.,Pittsfield,Masshusetts,01201,1875,750,1125,0.0,0.0,0.0,0.0,0.0,0.0,2.0,98,1.0,0,83,November 24 2023,April 07 2024,0.0,5.0,7.0,9.0,2.0,0.0,296,399,529,399,20,25,25,30,49,42,https://www.onthesnow.com/masshusetts/bousquet-ski-area/ski-resort.html,9,26,22,43,0,0,0,0,203.44117647058826,73.0,520.0,174.73333333333332,75.0,355.0,183.4838709677419,75.0,510.0,172.1290322580645,75.0,331.0,197.875,75.0,440.0,148.8148148148148,68.0,299.0,300.42857142857144,132.0,520.0,298.3939393939394,10.0,737.0,301.7428571428572,132.0,737.0,294.4705882352941,132.0,737.0,308.1142857142857,143.0,737.0,231.25,117.0,380.0,"Dan Fox Dr., Pittsfield, Masshusetts",42.412768,-73.271148,2.0
42,Boyne Mountain,P.O. Box 19,Boyne Falls,Michigan,49713,1120,500,620,0.0,0.0,1.0,4.0,3.0,2.0,2.0,380,1.0,122,140,November 24 2023,April 16 2024,3.0,28.0,37.0,28.0,13.0,7.0,399,949,609,258,33,46,49,39,29,55,https://www.onthesnow.com/Michigan/boyne-mountain-resort/ski-resort.html,49,27,21,3,0,0,1,0,185.6,77.0,377.0,212.85714285714286,85.0,399.0,222.34285714285718,85.0,461.0,240.13888888888889,109.0,618.0,199.44444444444446,74.0,430.0,153.0769230769231,75.0,310.0,241.34285714285718,91.0,442.0,252.22857142857143,115.0,514.0,277.9142857142857,117.0,498.0,277.9714285714286,117.0,618.0,249.57142857142856,74.0,474.0,221.33333330000002,81.0,509.0,"P.O. Box 19, Boyne Falls, Michigan",45.168065000000006,-84.9161574,12.0
43,Bradford,P.O. Box 99,Bradford,Masshusetts,01835,1548,248,1300,0.0,0.0,0.0,0.0,2.0,0.0,8.0,48,0.3,0,0,December 27 2023,March 17 2024,0.0,0.8,3.0,9.0,0.0,0.0,665,37,55,258,33,46,49,39,29,55,https://www.onthesnow.com/masshusetts/bradford-ski-area/ski-resort.html,10,80,10,0,0,0,0,0,143.68571428571428,80.0,299.0,156.4,75.0,339.0,158.54285714285714,75.0,375.0,155.36111111111111,75.0,314.0,175.30555555555554,80.0,392.0,157.7391304347826,63.0,358.0,310.34285714285716,117.0,750.0,272.02941176470586,116.0,750.0,286.34285714285716,118.0,750.0,286.4,105.0,750.0,297.9705882352941,117.0,750.0,323.5263158,139.0,908.0,"P.O. Box 99, Bradford, Masshusetts",42.768643,-71.07800440000001,10.0
44,Brantling Ski Slopes,4015 Fish Farm Road,Sodus,New York,14551,850,250,600,0.0,0.0,0.0,0.0,0.0,0.0,5.0,16,0.1,0,110,December 25 2023,March 24 2024,0.0,3.0,8.0,9.0,1.0,0.0,330,360,240,22,29,32,22,22,29,32,https://www.onthesnow.com/new-york/brantling-ski-slopes/ski-resort.html,0,0,0,0,0,0,0,0,198.08333333333331,82.0,375.0,182.11428571428573,93.0,367.0,182.34285714285718,98.0,350.0,174.5714285714286,93.0,350.0,201.28571428571428,92.0,425.0,157.96428571428572,96.0,350.0,237.79411764705884,82.0,485.0,232.22857142857143,98.0,575.0,227.17647058823533,101.0,485.0,220.7647058823529,94.0,575.0,250.22857142857143,92.0,635.0,200.29166669999998,103.0,350.0,"4015 Fish Farm Road, Sodus, New York",43.1501003,-77.06575550000001,5.0
45,Breckenridge,P.O. Box 1058,Breckenridge,Colorado,80424,12998,3398,9600,1.0,7.0,5.0,0.0,1.0,6.0,15.0,600,3.5,204,300,November 11 2022,May 21 2023,30.0,59.0,57.0,54.0,59.0,36.0,439,859,97,149,139,116,179,169,29,55,https://www.onthesnow.com/colorado/breckenridge/ski-resort.html,13,23,36,28,1,0,0,0,192.19444444444446,125.0,431.0,247.5142857142857,140.0,413.0,251.57142857142856,140.0,412.0,258.0571428571429,175.0,675.0,206.3142857142857,108.0,397.0,88.8888888888889,61.0,113.0,266.0285714285714,130.0,519.0,411.09375,151.0,1125.0,382.1818181818182,188.0,908.0,436.11428571428564,192.0,1048.0,347.6,163.0,620.0,143.5384615,71.0,211.0,"P.O. Box 1058, Breckenridge, Colorado",39.4816537,-106.03835179999999,35.0
46,Bretton Woods,Route 302,Bretton Woods,New Hampshire,03575,3100,1500,1600,1.0,4.0,0.0,1.0,1.0,0.0,3.0,344,2.0,180,200,November 18 2023,April 07 2024,12.0,33.0,36.0,40.0,28.0,5.0,30,519,1155,915,60,79,105,40,70,89,https://www.onthesnow.com/new-hampshire/bretton-woods/ski-resort.html,23,30,33,14,0,0,0,0,246.7878787878788,83.0,486.0,216.15625,86.0,519.0,233.48484848484853,89.0,539.0,275.90909090909093,89.0,539.0,236.5757575757576,95.0,456.0,164.89285714285714,79.0,366.0,359.0571428571429,160.0,650.0,332.9705882352941,89.0,650.0,362.1714285714286,149.0,858.0,337.9411764705883,149.0,561.0,346.35294117647067,148.0,572.0,223.375,98.0,369.0,"Route 302, Bretton Woods, New Hampshire",44.2520034,-71.4447546,10.0
47,Brian Head,P.O. Box 190008,Brian Head,Utah,84719,10970,1548,9600,0.0,2.0,0.0,0.0,5.0,1.0,0.0,216,0.6,149,360,November 03 2023,May 05 2024,9.0,52.0,44.0,54.0,53.0,9.0,525,625,899,675,30,42,30,43,59,43,https://www.onthesnow.com/utah/brian-head-resort/ski-resort.html,0,0,0,0,0,0,0,0,136.88235294117646,47.0,735.0,144.17142857142858,47.0,775.0,125.2,47.0,350.0,148.02941176470586,47.0,730.0,122.82352941176471,47.0,350.0,68.66666666666667,39.0,129.0,186.17647058823533,81.0,336.0,184.2121212121212,67.0,415.0,175.27272727272728,65.0,415.0,178.05882352941174,65.0,442.0,211.14705882352942,56.0,690.0,103.2,39.0,218.0,"P.O. Box 190008, Brian Head, Utah",37.69275510000001,-112.85077659999999,8.0
48,Bridger Bowl,15795 Bridger Canyon Rd.,Bozeman,Montana,59715,8700,2600,6100,0.0,0.0,0.0,1.0,6.0,1.0,3.0,100,1.5,122,300,December 09 2023,April 07 2024,4.0,46.0,48.0,63.0,38.0,9.0,375,520,1000,450,60,85,40,60,85,40,https://www.onthesnow.com/montana/bridger-bowl/ski-resort.html,12,28,18,42,0,0,0,0,195.28571428571428,97.0,395.0,200.9142857142857,96.0,475.0,196.14285714285717,97.0,419.0,207.7142857142857,96.0,419.0,204.14285714285717,96.0,422.0,142.27777777777774,90.0,269.0,273.61764705882354,151.0,500.0,275.70588235294116,147.0,540.0,265.87878787878793,145.0,500.0,271.6666666666667,145.0,445.0,272.1470588235294,145.0,495.0,181.5,100.0,335.0,"15795 Bridger Canyon Rd., Bozeman, Montana",45.81630639999999,-110.8834751,11.0
49,Brighton,12601 Big Cottonwood Canyon Rd,Brighton,Utah,84121,10500,1745,8755,0.0,4.0,0.0,1.0,1.0,0.0,2.0,200,1.2,138,500,November 11 2022,May 29 2023,25.0,84.0,99.0,82.0,79.0,37.0,129,419,899,629,33,53,85,57,29,53,https://www.onthesnow.com/utah/brighton-resort/ski-resort.html,0,0,0,0,0,0,1,0,322.7142857142857,103.0,907.0,416.31428571428563,104.0,895.0,432.54285714285714,104.0,900.0,391.6363636363636,103.0,975.0,350.72222222222223,104.0,900.0,198.91666666666663,84.0,357.0,375.79411764705884,187.0,825.0,524.2857142857143,205.0,1100.0,516.7428571428571,254.0,900.0,521.5428571428571,215.0,1100.0,450.5142857142857,200.0,900.0,258.7916667,84.0,572.0,"12601 Big Cottonwood Canyon Rd, Brighton, Utah",40.6223574,-111.593248,8.0
50,Bristol Mountain,5662 Route 64,Canandaigua,New York,14424,2200,1200,1000,0.0,2.0,0.0,1.0,1.0,1.0,1.0,148,2.0,129,60,November 15 2023,April 07 2024,0.5,9.0,10.0,19.0,11.0,0.3,296,895,695,258,53,65,53,39,59,76,https://www.onthesnow.com/new-york/bristol-mountain/ski-resort.html,0,0,0,0,0,0,0,0,175.20588235294116,81.0,320.0,170.35294117647058,78.0,330.0,173.4857142857143,93.0,320.0,170.2058823529412,82.0,320.0,182.32352941176467,101.0,310.0,185.11538461538458,65.0,385.0,230.7142857142857,82.0,450.0,230.7647058823529,78.0,536.0,246.82857142857142,106.0,950.0,242.14285714285717,110.0,494.0,280.7142857142857,109.0,950.0,239.13636359999998,95.0,482.0,"5662 Route 64, Canandaigua, New York",42.744575700000006,-77.40349270000002,6.0
51,Bromley Mountain,PO Box 1130,Manchester Center,Vermont,05255,3284,1334,1950,0.0,1.0,0.0,1.0,0.0,4.0,3.0,153,2.5,0,168,December 09 2023,April 07 2024,3.0,31.0,27.0,39.0,27.0,2.0,789,975,1129,629,67,81,92,81,71,85,https://www.onthesnow.com/vermont/bromley-mountain/ski-resort.html,30,36,32,2,0,0,0,0,295.0,142.0,1200.0,262.14285714285717,78.0,1001.0,260.1142857142857,113.0,1003.0,274.4,142.0,1003.0,275.34285714285716,78.0,1001.0,188.32142857142856,67.0,329.0,366.0,147.0,1200.0,401.2058823529412,163.0,1005.0,406.2352941176471,191.0,1005.0,411.54285714285714,147.0,1005.0,431.54285714285714,147.0,1005.0,266.3333333,67.0,679.0,"PO Box 1130, Manchester Center, Vermont",43.16368749999999,-73.0723268,9.0
52,Bruce Mound,517 Court St.,Neilsville,Wisconsin,54754,1375,375,1000,0.0,0.0,0.0,0.0,1.0,0.0,4.0,30,0.5,42,42,December 17 2023,March 17 2024,0.0,4.0,4.0,3.0,0.3,0.0,95,185,220,220,15,30,33,11,22,25,https://www.onthesnow.com/wisconsin/bruce-mound/ski-resort.html,17,17,50,16,0,0,0,0,218.1875,86.0,650.0,178.625,89.0,655.0,197.40625,95.0,625.0,214.54838709677418,86.0,740.0,216.71875,80.0,740.0,163.64285714285714,65.0,635.0,244.4705882352941,96.0,625.0,254.2352941176471,92.0,740.0,260.5757575757576,96.0,740.0,253.02941176470588,96.0,625.0,276.11764705882354,92.0,740.0,225.16666669999998,80.0,635.0,"517 Court St., Neilsville, Wisconsin",44.560498200000005,-90.593704,5.0
53,Brundage Mountain,P.O. Box 1062,McCall,Idaho,83638,7803,1921,5882,0.0,1.0,0.0,0.0,4.0,0.0,1.0,2,3.2,126,320,December 13 2023,April 07 2024,16.0,65.0,48.0,55.0,33.0,8.0,299,399,799,449,33,50,78,50,33,50,https://www.onthesnow.com/idaho/brundage-mountain-resort/ski-resort.html,23,31,20,26,0,0,0,1,174.74285714285713,96.0,322.0,178.85714285714286,96.0,299.0,180.82352941176467,96.0,356.0,207.4857142857143,101.0,437.0,185.17647058823533,95.0,399.0,131.75,77.0,255.0,214.32352941176467,103.0,361.0,231.88571428571427,108.0,422.0,228.05882352941174,131.0,358.0,248.4705882352941,131.0,437.0,248.55882352941174,131.0,400.0,194.33333330000002,97.0,550.0,"P.O. Box 1062, McCall, Idaho",44.906183,-116.1171311,6.0
54,Bryce,P.O. Box 3,Basye,Virginia,22810,1750,500,1250,0.0,0.0,0.0,1.0,0.0,1.0,2.0,25,0.4,100,30,December 17 2023,March 19 2024,0.3,3.0,7.0,7.0,4.0,0.0,350,38,43,38,60,68,60,39,29,55,https://www.onthesnow.com/virginia/bryce-resort/ski-resort.html,38,50,13,0,0,0,0,1,201.0606060606061,93.0,688.0,200.09375,102.0,385.0,205.72727272727272,109.0,550.0,214.4705882352941,95.0,610.0,201.4375,75.0,580.0,136.68421052631578,62.0,250.0,257.3529411764706,140.0,688.0,261.0,102.0,660.0,252.67647058823533,109.0,550.0,242.38235294117646,95.0,610.0,249.65714285714282,95.0,595.0,173.6,95.0,315.0,"P.O. Box 3, Basye, Virginia",38.81435,-78.7646228,4.0
55,Buck Hill,15400 Buck Hill Road,Burnsville,Minnesota,55306,1225,309,919,0.0,0.0,0.0,2.0,1.0,0.0,7.0,45,0.2,115,60,November 22 2023,April 01 2024,0.0,1.0,2.0,2.0,3.0,0.8,339,439,339,28,34,28,34,47,34,55,https://www.onthesnow.com/Minnesota/buck-hill/ski-resort.html,0,0,0,0,0,0,0,1,154.5625,45.0,391.0,169.65625,50.0,405.0,164.87878787878788,50.0,515.0,172.0857142857143,50.0,515.0,190.11764705882354,76.0,515.0,116.92,45.0,285.0,239.28125,88.0,453.0,233.125,84.0,460.0,226.54545454545453,88.0,515.0,228.96969696969697,82.0,515.0,267.1818181818182,100.0,595.0,203.69565219999998,66.0,350.0,"15400 Buck Hill Road, Burnsville, Minnesota",44.72447289999999,-93.2836482,10.0
56,Buena Vista,621 Lake Julia Drive NW,Bedji,Minnesota,56601,1510,230,1280,0.0,0.0,0.0,0.0,2.0,2.0,2.0,30,0.3,57,78,November 26 2023,March 17 2024,0.2,6.0,4.0,7.0,0.9,0.0,315,365,34,44,34,44,49,39,29,55,https://www.onthesnow.com/Minnesota/buena-vista-ski-area/ski-resort.html,0,0,0,0,0,0,0,0,191.76666666666668,52.0,400.0,181.3939393939394,51.0,337.0,179.24242424242425,52.0,345.0,175.54545454545453,52.0,347.0,184.14705882352942,51.0,343.0,150.33333333333334,52.0,390.0,236.79310344827587,94.0,400.0,207.5757575757576,92.0,418.0,211.66666666666663,132.0,456.0,214.96969696969697,124.0,456.0,216.0606060606061,122.0,418.0,215.04166669999998,111.0,390.0,"621 Lake Julia Drive NW, Bedji, Minnesota",47.661727899999995,-94.8910064,6.0
57,Buffalo Ski Club,P.O. Box 608,Orchard Park,New York,14033,3429,500,2025,0.0,0.0,0.0,0.0,0.0,2.0,4.0,150,0.0,0,0,December 31 2023,March 26 2024,0.0,4.0,23.0,19.0,5.0,0.0,500,25,35,25,39,50,39,39,29,55,https://www.onthesnow.com/new-york/buffalo-ski-club-ski-area/ski-resort.html,0,0,0,0,0,0,0,0,167.72222222222226,59.0,301.0,164.8,60.0,412.0,162.91428571428568,75.0,300.0,157.41666666666666,64.0,300.0,178.11111111111111,63.0,443.0,157.66666666666666,65.0,959.0,234.88571428571427,99.0,739.0,255.22857142857143,79.0,699.0,236.0857142857143,75.0,699.0,233.4,75.0,699.0,268.3142857142857,79.0,835.0,218.33333330000002,92.0,863.0,"P.O. Box 608, Orchard Park, New York",42.76755929999999,-78.7439189,6.0
58,Burke Mountain,P.O. Box 247,East Burke,Vermont,05832,3267,2011,1210,0.0,2.0,0.0,0.0,0.0,0.0,2.0,125,2.2,110,178,November 25 2023,April 07 2024,0.8,26.0,35.0,39.0,30.0,4.0,40,489,839,549,33,62,89,62,29,62,https://www.onthesnow.com/vermont/burke-mountain/ski-resort.html,8,48,33,12,0,0,0,0,188.79411764705884,97.0,345.0,189.17647058823533,94.0,356.0,193.68571428571425,95.0,377.0,196.08823529411762,100.0,361.0,191.54285714285717,96.0,402.0,153.10714285714286,48.0,341.0,260.1142857142857,138.0,395.0,238.4,120.0,455.0,244.4,120.0,395.0,256.2857142857143,120.0,550.0,261.6,97.0,500.0,244.875,110.0,341.0,"P.O. Box 247, East Burke, Vermont",44.589071000000004,-71.94045539999998,4.0
59,Caberfae Peaks Ski Golf,Caberfae Road,Cadill,Michigan,49601,1569,485,1060,0.0,0.0,0.0,1.0,3.0,0.0,1.0,200,1.2,118,140,November 25 2023,March 26 2024,2.0,22.0,32.0,23.0,11.0,0.5,30,249,5,29,39,20,5,39,49,25,https://www.onthesnow.com/Michigan/caberfae-peaks-ski-golf-resort/ski-resort.html,33,33,30,3,0,0,0,1,171.88571428571427,89.0,526.0,176.44117647058826,89.0,543.0,178.82352941176467,89.0,576.0,185.14705882352942,90.0,647.0,179.41176470588238,74.0,663.0,133.14814814814815,60.0,295.0,209.42857142857144,120.0,526.0,212.88235294117646,90.0,543.0,225.4857142857143,110.0,576.0,227.0,83.0,647.0,235.15151515151518,74.0,663.0,171.91666669999998,75.0,300.0,"Caberfae Road, Cadill, Michigan",44.246260299999996,-85.71984300000001,5.0
60,Camden,PO Box 1207,Camden,Maine,04843,1080,850,150,0.0,0.0,0.0,0.0,1.0,1.0,1.0,48,1.0,68,69,December 26 2023,March 26 2024,0.0,4.0,16.0,19.0,4.0,0.0,75,459,75,6,27,35,27,10,38,45,https://www.onthesnow.com/maine/camden-snow-bowl/ski-resort.html,20,70,10,0,0,0,0,0,185.88571428571427,70.0,539.0,186.9142857142857,70.0,499.0,183.08823529411762,70.0,519.0,197.4857142857143,73.0,519.0,204.86111111111111,73.0,499.0,175.25,74.0,345.0,314.1764705882353,156.0,552.0,323.64705882352933,145.0,850.0,326.7878787878788,145.0,552.0,346.0,145.0,850.0,350.6285714285715,150.0,850.0,250.08333330000002,102.0,435.0,"PO Box 1207, Camden, Maine",44.209792799999995,-69.0647838,3.0
61,Camelback Mountain,PO Box 168,Tannersville,Pennsylvania,18372,2100,800,1250,0.0,2.0,0.0,0.0,3.0,5.0,6.0,166,1.0,100,50,December 16 2023,April 02 2024,0.0,7.0,12.0,14.0,15.0,0.4,499,699,490,45,55,45,49,50,70,50,https://www.onthesnow.com/pennsylvania/camelbk-mountain-resort/ski-resort.html,0,0,0,0,0,0,0,0,210.20689655172413,125.0,400.0,211.03125,83.0,540.0,216.03571428571428,100.0,400.0,193.82142857142856,93.0,400.0,182.86206896551724,91.0,400.0,190.16666666666663,64.0,833.0,226.3076923076923,125.0,369.0,245.32142857142856,130.0,428.0,226.0,130.0,385.0,253.0,130.0,400.0,234.0,130.0,400.0,228.8,103.0,821.0,"PO Box 168, Tannersville, Pennsylvania",41.0398099,-75.3057288,16.0
